,SUBMITTED_DATE,CASE_NO,PROGRAM_DESIGNATION,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_COUNTY,EMPLOYER_POSTAL_CODE,NBR_IMMIGRANTS,BEGIN_DATE,END_DATE,JOB_TITLE,DOL_DECISION_DATE,OCCUPATIONAL_CODE,OCCUPATIONAL_TITLE,APPROVAL_STATUS,WAGE_RATE_1,RATE_PER_1,MAX_RATE_1,PART_TIME_1,CITY_1,STATE_1,PREVAILING_WAGE_1,WAGE_SOURCE_1,YR_SOURCE_PUB_1,OTHER_WAGE_SOURCE_1,WAGE_RATE__2,RATE_PER_2,MAX_RATE_2,PART_TIME_2,CITY_2,STATE_2,PREVAILING_WAGE_2,WAGE_SOURCE_2,YR_SOURCE_PUB_2,OTHER_WAGE_SOURCE_2,WITHDRAWN
90590,2009-02-25,I-09056-4699101,R,HCCA INTERNATIONAL,"405 DUKE DRIVE, SUITE 210",,FRANKLIN,TN,WILLIAMSON,37067,3,2009-10-01,2012-10-01,REGISTERED NURSE - INTENSIVE CARE UNIT SPECIALTY,2009-02-25,75.0,REGISTERED NURSES,DENIED,22,HR,24.39,Y,AIKEN,SC,21,Other,2009.0,U.S. DEPARTMENT OF LABOR,,,,,,,,,,,N
251982,2009-06-18,I-09169-5023059,R,UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,CB #3290 CAUDILL LABS,,CHAPEL HILL,NC,,27599-3290,1,2009-08-02,2012-08-02,POSTDOCTORAL RESEARCH ASSOCIATE,2009-06-18,41.0,OCCUPATIONS IN BIOLOGICAL SCIENCES,CERTIFIED,41724,YR,,N,CHAPEL HILL,NC,34528,SESA,,,,,,,,,,,,,N
184489,2009-04-02,I-09091-4880515,R,JACOBS ENGINEERING GROUP INC.,1111 SOUTH ARROYO PARKWAY,,PASADENA,CA,LOS ANGELES,91105,1,2009-09-26,2012-09-26,CIVIL ENGINEER I,2009-04-02,5.0,CIVIL ENGINEERING OCCUPATIONS,CERTIFIED,68391,YR,,N,TAMPA,FL,48526,Other,2008.0,OES,,,,,,,,,,,N
115523,2009-03-12,I-09044-4670949,R,DELOITTE CONSULTING LLP,1700 MARKET STREET,,PHILADELPHIA,PA,PHILADELPHIA,19103,1,2009-08-13,2012-08-13,CONSULTANT,2009-03-12,39.0,OTHER COMPUTER-RELATED OCCUPATIONS,CERTIFIED,85000,YR,,N,NEW YORK,NY,73320,Other,2008.0,OES,,,,,,,,,,,N
137683,2009-03-20,I-09077-4786463,R,"PEROT SYSTEMS APPLICATIONS SOLUTIONS, INC.",2300 WEST PLANO PARKWAY,,PLANO,TX,COLLIN,75075,1,2009-09-17,2012-09-16,SENIOR SOFTWARE ENGINEER,2009-03-20,39.0,OTHER COMPUTER-RELATED OCCUPATIONS,CERTIFIED,72600,YR,,N,PLANO,TX,72600,Other,2008.0,MERCER SURVEY REPORT,,,,,,,,,,,N
193462,2009-04-10,I-09100-4904537,R,"GSS AMERICA, INC.",1699 WALL ST.,SUITE 201,MT PROSPECT,IL,COOK,60056,1,2009-04-27,2012-04-27,PROGRAMMER ANALYST,2009-04-10,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,57000,YR,,N,SAN FRANCISCO,CA,56347,Other,2008.0,FLC ONLINE WAGE LIBRARY,,,,,,,,,,,N
156291,2009-03-25,I-09083-4823611,R,"AMAZON GLOBAL RESOURCES, INC.",1200 12TH AVENUE SOUTH,SUITE 1200,SEATTLE,WA,KING,98144,1,2009-03-30,2012-03-29,SOFTWARE DEVELOPMENT ENGINEER II,2009-03-25,39.0,OTHER COMPUTER-RELATED OCCUPATIONS,CERTIFIED,115000,YR,,N,SEATTLE,WA,78458,Other,2008.0,OES ONLINE WAGE LIBRARY,,,,,,,,,,,N
73563,2009-02-09,I-09040-4661461,R,WVU MEDICAL CORP/UNIVERSITY HEALTH ASSOCIATES,PO BOX 6411,111  E. MOORE HALL,MORGANTOWN,WV,,26506-6411,1,2009-07-01,2012-06-30,ASSISTANT PROFESSOR,2009-02-09,90.0,OCCUPATIONS IN COLLEGE AND UNIVERSITY EDUCATION,CERTIFIED,120250,YR,,N,MORGANTOWN,WV,31680,SESA,,,,,,,,,,,,,N
192931,2009-04-09,I-09099-4903409,R,"NEXUS SOFTWARE SOLUTIONS,INC.","200 LAKESIDE DRIVE, SUITE 228",,HORSHAM,PA,MONTGOMERY,19044,1,2009-10-01,2012-10-01,COMPUTER PROGRAMMER,2009-04-09,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,46072,YR,,N,HORSHAM,PA,46072,Other,2009.0,ONLINE WAGE LIBRARY-FLC DATA CENTER,,,,,,,,,,,N
45935,2008-12-18,I-08353-4603231,R,BROADWAY FAMLIY DENTAL,373 BROADWAY,,CHELSEA,MA,SUFFOLK,2150,1,2008-12-23,2011-12-23,DENTIST,2008-12-18,72.0,DENTISTS,CERTIFIED,120000,YR,,N,CHELSEA,MA,91312,Other,2008.0,ONLINE WAGE LIBRARY,,,,,,,,,,,N
74873,2009-02-10,I-09041-4664311,R,CALIFORNIA DEPARTMENT OF TRANSPORTATION,"1727 30TH STREET, 6TH FLOOR",M.S. 90,SACRAMENTO,CA,SACRAMENTO,95816,1,2009-02-16,2012-02-15,"TRANSPORTATION ENGINEER, CIVIL",2009-02-10,5.0,CIVIL ENGINEERING OCCUPATIONS,CERTIFIED,7413,MTH,,N,OAKLAND,CA,7413,Collective Bargaining Agreement,,,,,,,,,,,,,N
25459,2008-11-12,I-08317-4561297,R,"THERAPY RESOURCES MANAGEMENT, LLC",275 MARTINE STREET,SUITE 110,FALL RIVER,MA,BRISTOL,2723,1,2009-02-15,2012-02-14,SPEECH LANGUAGE PATHOLOGI,2008-11-12,79.0,OTHER OCCUPATIONS IN MEDICINE AND HEALTH,CERTIFIED,78000,YR,,N,FALL RIVER,MA,68536,Other,2008.0,FLC ONLINE WAGE LIBRARY,,,,,,,,,,,Y
132691,2009-03-19,I-09077-4782513,R,APPLIED PREDICTIVE TECHNOLOGIES,901 NORTH STUART STREET,SUITE 1100,ARLINGTON,VA,ARLINGTON,22203,1,2009-09-17,2012-09-17,BUSINESS CONSULTANT,2009-03-19,161.0,BUDGET AND MANAGEMENT SYSTEMS AND ANALYSIS OCCUPATIONS,CERTIFIED,87000,YR,,N,SAN FRANCISCO,CA,54725,Other,2009.0,OES WAGE SURVEY,,,,,,,,,,,N
126919,2009-03-17,I-09076-4777633,R,SIKH RESEARCH INSTITUTE,7800 I.H. 10 WEST,,SAN ANTONIO,TX,BEXAR,78230,1,2009-09-16,2012-09-15,SOCIAL AND COMMUNITY SERVICES MANAGER,2009-03-17,195.0,OCCUPATIONS IN SOCIAL AND WELFARE WORK,CERTIFIED,20,HR,,Y,SAN ANTONIO,TX,20,Other,2009.0,OES,,,,,,,,,,,N
122680,2009-03-16,I-09075-4769491,R,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,4301 WEST MARKHAM,# 564,LITTLE ROCK,AR,,72205-7299,1,2009-07-01,2012-06-30,ASSISTANT PROFESSOR,2009-03-16,90.0,OCCUPATIONS IN COLLEGE AND UNIVERSITY EDUCATION,CERTIFIED,200000,YR,,N,LITTLE ROCK,AR,161970,Other,2008.0,ONLINE WAGE LIBRARY,,,,,,,,,,,N
21230,2008-11-05,I-08310-4552693,R,COLUMBIA UNIVERSITY,630 WEST 168TH STREET,BOX 57B,NY,NY,NEW YORK,10032,1,2008-11-17,2011-11-16,STAFF ASSOCIATE,2008-11-05,90.0,OCCUPATIONS IN COLLEGE AND UNIVERSITY EDUCATION,CERTIFIED,36327,YR,,N,NEW YORK,NY,36327,SESA,,,,,,,,,,,,,Y
156093,2009-03-25,I-09084-4832917,R,"OMNISOFT, INC.",930 MASON STREET,,DEARBORN,MI,WAYNE,48124,1,2009-06-16,2012-06-15,SYSTEMS ANALYST,2009-03-25,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,66000,YR,,N,DEARBORN,MI,65270,Other,2009.0,OES WAGE SURVEY,66000.0,yr,,N,YORK,PA,44221.0,Other,2009.0,OES Wage Survey,Y
262453,2009-06-29,I-09180-5044367,R,NETAGE SYSTEMS INC.,2180 W GRANT LINE RD,,TRACY,CA,SAN JOAQUIN,95377,1,2009-06-29,2012-06-29,PROGRAMMER ANALYST,2009-06-29,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,60000,YR,,N,HARRISBURG,PA,47008,Other,2009.0,OES,,,,,,,,,,,N
45316,2008-12-18,I-08353-4602041,R,ACQUITY GROUP LLC,500 W MADISON STREET,SUITE 2200,CHICAGO,IL,COOK,60661,1,2008-12-29,2011-12-29,"SENIOR ASSOCIATE, TECHNOLOGY",2008-12-18,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,90000,YR,,N,CHICAGO,IL,76031,Other,2008.0,GEOGRAPHICAL REFERENCE REPORT,,,,,,,,,,,N
57554,2009-01-14,I-09014-4627113,R,USDA-ARS,LOCATION ADMINISTRATIVE SUPPORT OFFICE,"430 G STREET, #4160",DAVIS,CA,YOLO,95616,1,2009-03-02,2011-02-28,RESEARCH MOLECULAR BIOLOGIST,2009-01-14,41.0,OCCUPATIONS IN BIOLOGICAL SCIENCES,CERTIFIED,62217,YR,,N,DAVIS,CA,26,Other,2009.0,ONLINE WAGE LIBRARY - FLC,,,,,,,,,,,N
213865,2009-05-04,I-09119-4939327,R,"UT-BATTELLE, LLC - OAK RIDGE NATIONAL LABORATORY",BETHEL VALLEY RD.,"PO BOX 2008, MS-6203, BLDG. 4500N",OAK RIDGE,TN,,37831-6203,1,2009-06-15,2012-06-12,MECHANICAL ENGINEER/CRYOGENIC SYSTEMS ENGINEER,2009-05-04,7.0,MECHANICAL ENGINEERING OCCUPATIONS,CERTIFIED,80004,YR,,N,OAK RIDGE,TN,73258,SESA,,,,,,,,,,,,,N
37400,2008-12-04,I-08336-4582051,R,"RED ROCKET SOLUTIONS, LLC",8505 BAYCENTER ROAD,,JACKSONVILLE,FL,DUVAL,32256,5,2009-04-03,2012-04-02,SENIOR SOFTWARE ENGINEER,2008-12-04,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,84240,YR,96491.0,N,JACKSONVILLE,FL,84240,Other,2008.0,OES WAGE LIBRARY,,,,,,,,,,,N
251648,2009-06-17,I-09167-5019653,R,"BMC SOFTWARE, INC.",2101 CITYWEST BLVD.,,HOUSTON,TX,HARRIS,77042,1,2009-06-28,2012-06-28,FINANCIAL INFORMATION SYSTEMS LEAD ANALYST,2009-06-17,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,105000,YR,,N,HOUSTON,TX,92040,Other,2009.0,OES,,,,,,,,,,,N
257534,2009-06-24,I-09174-5029881,R,STATE STREET BANK AND TRUST COMPANY,"2 AVENUE DE LAFAYETTE, LCC1E",,BOSTON,MA,,02111-1724,1,2009-11-21,2012-11-21,SENIOR QUANTITATIVE ANALYST,2009-06-24,161.0,BUDGET AND MANAGEMENT SYSTEMS AND ANALYSIS OCCUPATIONS,CERTIFIED,115000,YR,130000.0,N,BOSTON,MA,111904,Other,2009.0,OES WAGE DATA SURVEY,,,,,,,,,,,N
118233,2009-03-13,I-09072-4760313,R,CATHAY HOME FASHIONS INC,"261 FIFTH AVE, SUITE 401",,NEW YORK,NY,NEW YORK,10016,1,2009-09-12,2012-09-11,STAFF ACCOUNTANT,2009-03-13,160.0,"ACCOUNTANT, AUDITORS, AND RELATED OCCUPATIONS",CERTIFIED,24,HR,,N,NEW YORK,NY,24,Other,2009.0,OES,,,,,,,,,,,N
26591,2008-11-13,I-08318-4563749,R,PROGRESSIVE CASUALTY INSURANCE COMPANY,6300 WILSON MILLS ROAD,,MAYFIELD VILLAGE,OH,CUYAHOGA,44143,1,2009-02-06,2012-02-05,PRODUCT  ANALYST,2008-11-13,199.0,"MISCELLANEOUS PROFESSIONAL, TECHNICAL, AND MANAGERIAL OCCUPATIONS",CERTIFIED,78000,YR,,N,RICHMOND,VA,75379,Other,2008.0,OES,,,,,,,,,,,N
254836,2009-06-22,I-09169-5023965,R,"OPEN SYSTEMS TECHNOLOGIES, INC.",950 NORTH KINGS HIGHWAY,SUITE 100,CHERRY HILL,NJ,CAMDEN,8034,2,2009-06-25,2012-06-24,CONSULTANTS (PROGRAMMER/ANALYSTS),2009-06-22,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,59,HR,,N,WARREN,NJ,37,Other,2009.0,OES,59.0,hr,,N,NEW YORK,NY,37.0,Other,2009.0,OES,N
217473,2009-05-07,I-09127-4953255,R,EAST BATON ROUGE PARISH SCHOOL SYSTEM,1050 SOUTH FOSTER DRIVE,,BATON ROUGE,LA,EAST BATON ROUGE,70806,1,2009-09-30,2010-09-29,TEACHER,2009-05-07,91.0,OCCUPATIONS IN SECONDARY SCHOOL EDUCATION,CERTIFIED,54000,YR,,N,BATON ROUGE,LA,46100,SESA,,,,,,,,,,,,,N
7700,2008-10-13,I-08287-4525413,R,WYVIL SYSTEMS INC,3033 OGDEN AVE,SUITE 302,LISLE,IL,DUPAGE,60532,1,2008-11-30,2011-11-29,SYSTEMS ANALYST,2008-10-13,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,70000,YR,,N,LISLE,IL,68682,Other,2008.0,ONLINE WAGE LIBRARY,,,,,,,,,,,N
221502,2009-05-12,I-09132-4961565,R,"SCULLY CAPITAL SERVICES, INC.",1133 15TH STREET NW,SUITE 900,WASHINGTON,DC,DISTRICT OF COLUMBIA,20005,1,2009-06-01,2012-05-31,SENIOR ASSOCIATE,2009-05-12,160.0,"ACCOUNTANT, AUDITORS, AND RELATED OCCUPATIONS",CERTIFIED,70000,YR,90000.0,N,WASHINGTON,DC,65208,Other,2008.0,OES WAGE SURVEY,,,,,,,,,,,N
6550,2008-10-10,I-08284-4522353,R,"SAC CAPITAL ADVISORS, LLC",72 CUMMINGS POINT ROAD,,STAMFORD,CT,FAIRFIELD,6902,1,2008-10-27,2011-09-30,SOFTWARE ENGINEER-CORPORATE TECHNOLOGY,2008-10-10,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,90000,YR,,N,STAMFORD,CT,80538,Other,2008.0,OES WAGE DATA SURVEY,,,,,,,,,,,N
66376,2009-01-29,I-09029-4645959,R,MAYO CLINIC - ROCHESTER,200 FIRST ST. SW,PLUMMER 7,ROCHESTER,MN,OLMSTED,55905,1,2009-05-02,2010-03-23,RESEARCH ASSOCIATE,2009-01-29,41.0,OCCUPATIONS IN BIOLOGICAL SCIENCES,CERTIFIED,48852,YR,,N,ROCHESTER,MN,41517,Other,2008.0,OES,,,,,,,,,,,N
190280,2009-04-08,I-09098-4897953,R,ERNST & YOUNG LLP,"200 PLAZA DRIVE, 2ND FLOOR",SUITE 2222,SECAUCUS,NJ,HUDSON,7094,1,2009-10-01,2012-10-01,ADVISORY SERVICES - TSRS SENIOR,2009-04-08,160.0,"ACCOUNTANT, AUDITORS, AND RELATED OCCUPATIONS",CERTIFIED,51958,YR,125000.0,N,HOUSTON,TX,51958,Other,2008.0,ONLINE WAGE LIBRARY,,,,,,,,,,,N
1722,2008-10-02,I-08269-4502645,R,BANK OF AMERICA N.A.,1100 NORTH KING STREET,,WILMINGTON,DE,NEW CASTLE,19884,1,2008-10-03,2011-09-28,BUSINESS ANALYSIS ANALYST CAPITAL MARKETS FRONT,2008-10-02,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,75000,YR,95000.0,N,NEW YORK,NY,73694,Other,2008.0,DOL ONLINE WAGE LIBRARY,,,,,,,,,,,N
76870,2009-02-12,I-09042-4666185,R,"INVENSYS SYSTEMS, INC.",10900 EQUITY DRIVE,,HOUSTON,TX,HARRIS,77041,1,2009-03-17,2012-03-16,SOFTWARE DEVELOPMENT ENGINEER II,2009-02-12,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,69200,YR,69200.0,N,IRVINE,CA,69200,Other,2008.0,MERCER BENCHMARK DATABASE INFORMATION TECHNOLOGY SURVEY REPORT,,,,,,,,,,,N
100942,2009-03-04,I-09063-4722169,R,SYNERFAC TECHNICAL STAFFING,"2 READ''S WAY, SUITE 209",,NEW CASTLE,DE,NEW CASTLE,19720,1,2009-09-01,2012-08-31,TECHNICAL RECRUITER,2009-03-04,166.0,PERSONNEL ADMINISTRATION OCCUPATIONS,CERTIFIED,30326,YR,,N,FORT LAUDERDALE,FL,30326,Other,2008.0,ONLINE WAGE LIBRARY,,,,,,,,,,,Y
63473,2009-01-26,I-09026-4639751,R,IBM CORPORATION,3039 CORNWALLIS RD.,,RTP,NC,DURHAM,27709,1,2009-03-03,2012-03-02,IT SPECIALIST,2009-01-26,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,72796,YR,131799.0,N,TORRANCE,CA,62504,Other,2009.0,OES WAGE DATA,,,,,,,,,,,Y
259411,2009-06-25,I-09176-5038175,R,"SCAD GROUP, INC.",618 DRAYTON STREET,,SAVANNAH,GA,CHATHAM,31402,1,2009-07-01,2012-07-01,MEDIA PRODUCER,2009-06-25,149.0,OTHER OCCUPATIONS IN ART,CERTIFIED,31720,YR,,N,SAVANNAH,GA,31720,Other,2009.0,OES,,,,,,,,,,,N
181839,2009-04-01,I-09091-4880611,R,PVK CORPORATION,10115 BROADSWORD DR,,BRISTOW,VA,PRINCE WILLIAM,20136,1,2009-09-01,2012-08-30,PROGRAMMER ANALYST,2009-04-01,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,67850,YR,,N,BRISTOW,VA,57824,Other,2008.0,OES WAGE SURVEY,67850.0,yr,,N,DISTRICT OF COLUMBIA,DC,67850.0,Other,2008.0,OES Wage Survey,N
164864,2009-03-27,I-09076-4780171,R,WHITE & CASE LLP,1155 AVENUE OF THE AMERICAS,,NEW YORK,NY,,10036-2787,1,2009-09-26,2012-09-26,LAW CLERK,2009-03-27,110.0,LAWYERS,CERTIFIED,160000,YR,,N,NEW YORK,NY,83262,Other,2009.0,ONLINE WAGE LIBRARY,,,,,,,,,,,N
76044,2009-02-11,I-09042-4666893,R,"MARLABS, INC",2025 LINCOLN HIGHWAY,SUITE 110,EDISON,NJ,MIDDLESEX,8817,1,2009-02-12,2012-02-12,PROGRAMMER/ANALYST,2009-02-11,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,64000,YR,,N,RYE BROOK,NY,63731,Other,2008.0,OES WAGE DATA,,,,,,,,,,,N
197909,2009-04-15,I-09105-4913581,R,ISITE TECHNOLOGIES INC,1151 S. TROOPER ROAD,SUIT # D,NORRISTOWN,PA,MONTGOMERY,19403,1,2009-10-01,2012-10-01,PROGRAMMER ANALYST / DATA ARCHITECT,2009-04-15,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,45000,YR,,N,OKLAHOMA,OK,37981,Other,2009.0,ONLINE WAGE LIBRARY,,,,,,,,,,,N
258161,2009-06-25,I-09176-5035785,R,"PENNONI ASSOCIATES, INC.",3001 MARKET STREET,2ND FLOOR,PHILADELPHIA,PA,PHILADELPHIA,19104,1,2009-08-14,2012-08-13,"TRAFFIC ENGINEER, JR.",2009-06-25,5.0,CIVIL ENGINEERING OCCUPATIONS,CERTIFIED,56840,YR,58840.0,N,WILMINGTON,DE,56840,Other,2009.0,ECONOMIC RESEARCH INSTITUTE,,,,,,,,,,,N
182133,2009-04-01,I-09091-4881187,R,"IN THE DATA, LLC",5959 WEST CENTURY BLVD.,FLOOR 5,LOS ANGELES,CA,LOS ANGELES,90045,1,2009-09-30,2012-09-30,SENIOR CONTENT WRITER/EDITOR,2009-04-01,131.0,WRITERS,CERTIFIED,37,HR,,Y,LOS ANGELES,CA,20,Other,2009.0,OES/SOC SURVEY,,,,,,,,,,,N
192480,2009-04-09,I-09092-4882579,R,CGI FEDERAL INC.,12601 FAIR LAKES CIRCLE,,FAIRFAX,VA,FAIRFAX,22033,1,2009-08-22,2012-08-21,COMPUTER PROGRAMMER,2009-04-09,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,93000,YR,,N,FAIRFAX,VA,68162,Other,2009.0,OES WAGE DATA,,,,,,,,,,,N
140741,2009-03-21,I-09080-4804371,R,"SOURCEFIRE, INC.",9770 PATUXENT WOODS DRIVE,,COLUMBIA,MD,HOWARD,21046,1,2009-09-19,2012-09-18,SOFTWARE ENGINEER,2009-03-21,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,75000,YR,,N,COLUMBIA,MD,59197,Other,2009.0,OES WAGE LIBRARY,,,,,,,,,,,N
197949,2009-04-15,I-09105-4913687,R,"PAUL, WEISS, RIFKIND, WHARTON & GARRISON LLP",1285 AVENUE OF THE AMERICAS,,NEW YORK,NY,NEW YORK,10019,1,2009-09-30,2012-09-30,ASSOCIATE ATTORNEY,2009-04-15,110.0,LAWYERS,CERTIFIED,185000,YR,,N,NEW YORK,NY,114837,Other,2008.0,OES,,,,,,,,,,,N
36659,2008-12-03,I-08338-4584317,R,KUMO INC.,21-41 45TH ROAD,,LONG ISLAND CITY,NY,QUEENS,11101,1,2009-01-01,2011-07-15,DIGITAL IMAGING SPECIALIST,2008-12-03,143.0,OCCUPATIONS IN PHOTOGRAPHY,CERTIFIED,16,HR,,Y,LONG ISLAND CITY,NY,13,Other,2008.0,OES WAGE DATA,,,,,,,,,,,Y
208913,2009-04-27,I-09110-4922583,R,MPHASIS CORPORATION,"460 PARK AVENUE SOUTH, SUITE 1101",,NEW YORK,NY,NEW YORK,10016,15,2009-05-25,2012-05-25,SYSTEMS SPECIALIST,2009-04-27,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,61381,YR,71600.0,N,COLLIERVILLE,TN,61381,Other,2008.0,OES WAGE DATA,,,,,,,,,,,N
181598,2009-04-01,I-09091-4880091,R,1 I.L. INC. (D/B/A INDEPENDENT LAKE CAMP),22808 NW 62ND AVE.,,ALACHUA,FL,ALACHUA,32615,1,2009-09-30,2012-09-30,DIRECTOR OF RECRUITING/PROGRAM MANAGER,2009-04-01,169.0,OTHER OCCUPATIONS IN ADMINISTRATIVE OCCUPATIONS,CERTIFIED,38000,YR,,N,ALACHUA,FL,36400,Other,2008.0,OES ONLINE WAGE LIBRARY,38000.0,yr,,N,ORSON,PA,37898.0,Other,2008.0,OES Online Wage Library,N
38561,2008-12-05,I-08340-4588217,R,MULTIVISION INC.,10565 FAIRFAX BLVD,SUITE 301,FAIRFAX,VA,FAIRFAX,22030,1,2008-12-05,2010-10-02,PROGRAMMER ANALYST,2008-12-05,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,34,HR,,N,FAIRFAX,VA,34,Other,2008.0,ONLINE WAGE LIBRARY,,,,,,,,,,,Y
1085,2008-10-02,I-08260-4488139,R,MIGRATION POLICY INSTITUTE,"1400 16TH STREET, NW",SUITE 200,WASHINGTON,DC,DISTRICT OF COLUMBIA,20036,1,2008-10-15,2011-10-14,POLICY ANALYST,2008-10-02,54.0,OCCUPATIONS IN SOCIOLOGY,CERTIFIED,60000,YR,,N,WASHINGTON,DC,59779,Other,2008.0,OES,,,,,,,,,,,Y
16508,2008-10-28,I-08302-4543103,R,SMARTSOFT INTERNATIONAL INC.,3965 JOHNS CREEK COURT,SUITE 500,SUWANEE,GA,GWINNETT,30024,1,2009-02-15,2012-02-14,SOFTWARE ENGINEER,2008-10-28,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,60000,YR,120000.0,N,SUWANEE,GA,59176,Other,2008.0,OES SOC WAGE SURVEY,,,,,,,,,,,N
264632,2009-06-30,I-09181-5048229,R,"TRANE INC, A SUBSIDIARY OF INGERSOLL RAND CO",ONE CENTENNIAL AVENUE,,PISCATAWAY,NJ,MIDDLESEX,8854,1,2009-12-01,2012-11-30,SENIOR PRODUCT DEVELOPMENT ENGINEER,2009-06-30,7.0,MECHANICAL ENGINEERING OCCUPATIONS,CERTIFIED,90700,YR,,N,CLARKSVILLE,TN,69400,Other,2009.0,OES,,,,,,,,,,,N
148116,2009-03-24,I-09083-4818231,R,MICROSOFT CORPORATION,ONE MICROSOFT WAY,,REDMOND,WA,KING,98052,1,2009-09-23,2012-09-23,SOFTWARE DEVELOPMENT ENGINEER IN TEST,2009-03-24,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,80000,YR,,N,REDMOND,WA,70803,SESA,,,,,,,,,,,,,Y
199358,2009-04-16,I-09106-4916493,R,UNIVERSITY OF WISCONSIN-MILWAUKEE,CENTER FOR INTERNATIONAL EDUCATION,P.O. BOX 413,MILWAUKEE,WI,MILWAUKEE,53201,1,2009-07-01,2011-06-30,ASSOCIATE RESEARCHER,2009-04-16,90.0,OCCUPATIONS IN COLLEGE AND UNIVERSITY EDUCATION,CERTIFIED,63750,YR,,N,MILWAUKEE,WI,26,SESA,,,,,,,,,,,,,N
176297,2009-03-31,I-09090-4869915,R,"MORANO INTERNATIONAL, P.A.",1840 FOREST HILL BLVD. #203,,WEST PALM BEACH,FL,PALM BEACH,33406,1,2009-03-31,2012-03-30,FOREIGN LEGAL CONSULTANT,2009-03-31,119.0,OTHER OCCUPATIONS IN LAW AND JURISPRUDENCE,CERTIFIED,17,HR,,Y,MIAMI,FL,17,Other,2009.0,OES,,,,,,,,,,,N
9451,2008-10-15,I-08289-4528877,R,"VERIFONE, INC.",8001 CHATHAM CENTER DRIVE,SUITE 500,SAVANNAH,GA,CHATHAM,31405,1,2009-04-15,2012-04-14,SENIOR SOFTWARE DESIGN ENGINEER,2008-10-15,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,68000,YR,,N,CLEARWATER,FL,57138,Other,2008.0,ONLINE WAGE LIBRARY,,,,,,,,,,,N
196282,2009-04-14,I-09099-4902687,R,HONEYWELL INTERNATIONAL INC.,1600 NORTH UNION STREET,,FOSTORIA,OH,SENECA,44830,1,2009-08-13,2012-08-12,ELECTRICAL ENGINEER,2009-04-14,3.0,ELECTRICAL/ELECTRONICS ENGINEERING OCCUPATIONS,CERTIFIED,65557,YR,,N,FOSTORIA,OH,64688,Other,2008.0,OES ONLINE WAGE LIBRARY,,,,,,,,,,,N
134200,2009-03-19,I-09078-4791795,R,YOUNG WOMEN'S CHRISTIAN ASSOCIATION OF SAN ANTONIO,314 N. HACKBERRY STREET,,SAN ANTONIO,TX,BEXAR,78202,1,2009-09-19,2012-09-18,ACCOUNTANT,2009-03-19,160.0,"ACCOUNTANT, AUDITORS, AND RELATED OCCUPATIONS",DENIED,36500,YR,,N,SAN ANTONIO,TX,35381,Other,2009.0,DOL/OES ONLINE WAGE LIBRARY,,,,,,,,,,,N
