,LCA_CASE_NUMBER,STATUS,LCA_CASE_SUBMIT,Decision_Date,VISA_CLASS,LCA_CASE_EMPLOYMENT_START_DATE,LCA_CASE_EMPLOYMENT_END_DATE,LCA_CASE_EMPLOYER_NAME,LCA_CASE_EMPLOYER_ADDRESS,LCA_CASE_EMPLOYER_CITY,LCA_CASE_EMPLOYER_STATE,LCA_CASE_EMPLOYER_POSTAL_CODE,LCA_CASE_SOC_CODE,LCA_CASE_SOC_NAME,LCA_CASE_JOB_TITLE,LCA_CASE_WAGE_RATE_FROM,LCA_CASE_WAGE_RATE_TO,LCA_CASE_WAGE_RATE_UNIT,FULL_TIME_POS,TOTAL_WORKERS,LCA_CASE_WORKLOC1_CITY,LCA_CASE_WORKLOC1_STATE,PW_1,PW_UNIT_1,PW_SOURCE_1,OTHER_WAGE_SOURCE_1,YR_SOURCE_PUB_1,LCA_CASE_WORKLOC2_CITY,LCA_CASE_WORKLOC2_STATE,PW_2,PW_UNIT_2,PW_SOURCE_2,OTHER_WAGE_SOURCE_2,YR_SOURCE_PUB_2,LCA_CASE_NAICS_CODE
62972,I-200-09244-727755,CERTIFIED,2009-09-02,2009-09-09,H-1B,2009-09-08,2012-09-07,"KYOCERA COMMUNICATIONS, INC.",10300 CAMPUS POINT DRIVE,SAN DIEGO,CA,92121,13-1199.99,"Business Operations Specialists, All Other",SERVICE CENTER ACCOUNTS MANAGER,91720.0,,Year,Y,1.0,MIAMI,FL,91558.0,Year,Other,RADFORD BENCHMARK SURVEY,2009.0,,,,,,,,517212.0
83207,I-200-09267-515272,CERTIFIED,2009-09-24,2009-09-24,H-1B,2009-12-20,2012-12-19,"TECHNO SOFT, INC.",3202 POLLY DRUMMOND OFFICE PARK,NEWARK,DE,19711,15-1031.00,"Computer Software Engineers, Applications",APPLICATION ENGINEER,65000.0,,Year,Y,1.0,NEWARK,DE,64667.0,Year,Other,FLC DATA CENTER ONLINE WAGE LIBRARY,2009.0,ATLANTA,GA,64709.0,Year,Other,FLC DATA CENTER ONLINE WAGE LIBRARY,2009.0,541511.0
22202,I-200-09204-367530,CERTIFIED,2009-07-23,2009-07-29,H-1B,2009-08-17,2012-08-16,FORT WORTH INDEPENDENT SCHOOL DISTRICT,100 N. UNIVERSITY DRIVE,FORT WORTH,TX,76107,15-2031.00,Operations Research Analysts,"ANALYST IV, ACCOUNTABILITY (STATISTICIAN)",70000.0,,Year,Y,1.0,FORT WORTH,TX,52416.0,Year,Other,FLC WAGE DATA,2009.0,,,,,,,,611110.0
5011,I-200-09182-558169,DENIED,2009-07-01,2009-07-06,H-1B,2009-10-01,2012-10-01,STARS EDUCATION SERVICES INC.,1234 BLOUNTSTOWN HWY.,TALLAHASSEE,FL,32304,25-2031.00,"Secondary School Teachers, Except Special and Voca",COMPUTER SCIENCE TEACHER,39000.0,,Year,Y,1.0,TALLAHASSEE,FL,35710.0,Year,Other,ONLINE WAGE LIBRARY,2009.0,,,,,,,,611110.0
86419,I-201-09140-614560,CERTIFIED,2009-05-20,2009-05-27,H-1B1 Chile,2009-06-10,2012-05-31,J. TORTORELLA,1764 COUNTY ROAD 39,SOUTHAMPTON,NY,11968,17-2051.00,Civil Engineers,STRUCTURAL ENGINEER,50000.0,50000.0,Year,Y,1.0,SOUTHAMPTON,NY,50000.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,237990.0
18345,I-200-09201-501292,CERTIFIED,2009-07-20,2009-07-25,H-1B,2009-07-21,2012-07-13,"TD BANK, N.A.",ONE PORTLAND SQUARE,PORTLAND,ME,4101,13-2051.00,Financial Analysts,FINANCIAL ANALYST IV,90000.0,,Year,Y,1.0,MT. LAUREL,NJ,83533.0,Year,Other,DOL ONLINE WAGE LIBRARY,2009.0,,,,,,,,522110.0
3939,I-200-09174-573909,CERTIFIED,2009-07-01,2009-07-08,H-1B,2009-07-13,2012-07-12,"STANLEY ASSOCIATES, INC.",3101 WILSON BOULEVARD,ARLINGTON,VA,22201,27-1024.00,Graphic Designers,GRAPHIC/WEB DESIGNER,58500.0,,Year,Y,1.0,ARLINGTON,VA,45843.0,Year,OES,ONLINE WAGE LIBRARY,2008.0,,,,,,,,541430.0
87584,I-203-09240-304656,CERTIFIED,2009-08-28,2009-09-03,E-3 Australian,2009-09-01,2011-09-01,DIGITAL PULP INC.,220 EAST 23RD ST,NEW YORK,NY,10010,15-1099.04,Web Developers,WEB PRODUCER,79000.0,,Year,Y,1.0,NEW YORK,NY,75150.0,Year,Other,O*NET,2008.0,,,,,,,,5161.0
14102,I-200-09195-960651,CERTIFIED,2009-07-14,2009-07-20,H-1B,2009-10-01,2012-09-30,CHANG G. PARK CPA FIRM,2667 CAMINO DEL RIO SOUTH PLAZA B,SAN DIEGO,CA,92108,13-2011.00,Accountants and Auditors,STAFF AUDITOR,60000.0,,Year,Y,1.0,SAN DIEGO,CA,43784.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541211.0
46986,I-200-09231-349409,CERTIFIED,2009-08-21,2009-08-27,H-1B,2009-09-01,2012-08-31,DELOITTE & TOUCHE LLP,1700 MARKET STREET,PHILADELPHIA,PA,19103,13-2011.02,Auditors,AUDIT IN CHARGE,56600.0,66600.0,Year,Y,1.0,MCLEAN,VA,47362.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,54121.0
79462,I-200-09264-444392,CERTIFIED-WITHDRAWN,2009-09-21,2009-09-25,H-1B,2010-02-01,2013-01-31,CALIFORNIA INSTITUTE OF TECHNOLOGY,1200 E. CALIFORNIA BLVD,PASADENA,CA,91125,19-2099.99,"Physical Scientists, All Other",RESEARCHER,55000.0,,Year,Y,1.0,PASADENA,CA,51563.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,611310.0
24290,I-200-09208-114635,CERTIFIED,2009-07-27,2009-07-31,H-1B,2009-10-01,2010-09-30,UNIVERSITY OF WASHINGTON,1410 NE CAMPUS PARKWAY,SEATTLE,WA,98195,19-1021.00,Biochemists and Biophysicists,ACTING INSTRUCTOR,51084.0,,Year,Y,1.0,SEATTLE,WA,34154.0,Year,OES,,2009.0,,,,,,,,611310.0
16848,I-200-09198-211502,CERTIFIED-WITHDRAWN,2009-07-17,2009-07-23,H-1B,2009-09-01,2012-08-31,THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT H,"7000 FANNIN STREET , SUITE  # 130",HOUSTON,TX,77030,19-4099.99,"Life, Physical, and Social Science Technicians, Al",SENIOR RESEARCH ASSISTANT,33000.0,,Year,Y,1.0,HOUSTON,TX,24627.0,Year,OES,,2009.0,,,,,,,,611310.0
52777,I-200-09238-027101,CERTIFIED,2009-08-26,2009-09-01,H-1B,2009-10-09,2012-08-20,MICROSOFT CORPORATION,1 MICROSOFT WAY,REDMOND,WA,98052,15-1032.00,"Computer Software Engineers, Systems Software",SOFTWARE DEVELOPMENT ENGINEER IN TEST,91730.0,,Year,Y,1.0,REDMOND,WA,82493.0,Year,OES,,2008.0,,,,,,,,51121.0
49191,I-200-09232-988768,CERTIFIED,2009-08-27,2009-09-02,H-1B,2009-10-01,2012-09-30,"BEAUTIFUL LAND, INC.",1301 S. WOLF ROAD SUITE 404,PROSPECT HEIGHTS,IL,60070,19-3021.00,Market Research Analysts,MARKET RESEARCH ANALYST,50000.0,,Year,Y,1.0,PROSEPECT HEIGHTS,IL,32947.0,Year,OES,,2009.0,,,,,,,,611511.0
27501,I-200-09210-127225,CERTIFIED,2009-07-29,2009-08-04,H-1B,2009-08-10,2012-08-09,"HSBC BANK USA, N.A.","ONE HSBC CENTER, 11TH FLOOR",BUFFALO,NY,14203,13-2051.00,Financial Analysts,FINANCIAL ANALYST (FQ),63008.0,,Year,Y,1.0,METTAWA,NJ,61000.0,Year,Other,MERCER BENCHMARK DATABASE,2008.0,,,,,,,,522110.0
40659,I-200-09224-392933,CERTIFIED,2009-08-12,2009-08-18,H-1B,2009-10-01,2012-10-01,"FORNEY ENTERPRISES, INC.","1818 NEW YORK AVENUE, NE",WASHINGTON,DC,20002-,17-2051.00,Civil Engineers,CIVIL ENGINEER,38.46,,Hour,N,1.0,WASHINGTON,DC,33.64,Hour,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,236220.0
27050,I-200-09209-888986,WITHDRAWN,2009-07-28,2009-07-28,H-1B,2009-08-01,2011-07-31,"AZUMA FOODS INT'L INC., USA",1787 SABRE STREET,HAYWARD,CA,94545,13-1051.00,Cost Estimators,COST ESTIMATOR,23.88,,Hour,N,1.0,HAYWARD,CA,23.88,Hour,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,31141.0
80018,I-200-09264-941899,DENIED,2009-09-21,2009-09-25,H-1B,2009-10-01,2012-09-30,"LAW OFFICES OF CHAVEZ & DE LEON, PA",2100 CORAL WAY,MIAMI,FL,33145,23-2092.00,Law Clerks,LAW CLERK,12.81,12.81,Hour,Y,1.0,MIAMI,FL,12.81,Hour,OES,OES,2009.0,,,,,,,,541110.0
37021,I-200-09219-490564,CERTIFIED,2009-08-07,2009-08-13,H-1B,2009-09-01,2012-08-31,WRIGHT STATE UNIVERSITY,3640 COLONEL GLENN HWY,DAYTON,OH,45435,27-2022.00,Coaches and Scouts,TRACK & FIELD COACH,25101.0,,Year,Y,1.0,DAYTON,OH,22093.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,611310.0
73782,I-200-09258-132005,CERTIFIED,2009-09-29,2009-09-29,H-1B,2009-10-01,2012-09-30,"FILTRONA RICHMOND, INC.",1625A ASHTON PARK DRIVE,COLONIAL HEIGHTS,VA,23834-,13-2011.01,Accountants,BUSINESS ANALYST,60624.72,,Year,Y,1.0,COLONIAL HEIGHTS,VA,41454.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,325221.0
84158,I-200-09268-427226,CERTIFIED,2009-09-25,2009-09-25,H-1B,2009-10-05,2012-10-05,REGENERON PHARMACEUTICALS INC.,777 OLD SAW MILL RIVER ROAD,TARRYTOWN,NY,10591,19-2031.00,Chemists,RESEARCH ASSOCIATE (QUALITY CONTROL),65000.0,,Year,Y,1.0,TARRYTOWN,NY,63690.0,Year,OES,,2009.0,,,,,,,,541710.0
1940,I-200-09139-914484,DENIED,2009-05-27,2009-05-28,H-1B,2009-08-04,2012-08-04,HEWLETT-PACKARD COMPANY,19483 PRUNERIDGE AVENUE MS 4206,CUPERTINO,CA,95014,15-1071.00,Network and Computer Systems Administrators,ITO SERVICE DELIVERY CONSULTANT II,61942.0,84142.86,Year,Y,1.0,RESEARCH TRIANGLE PARK,NC,61942.0,Year,OES,,2008.0,,,,,,,,334110.0
23826,I-200-09205-780368,CERTIFIED,2009-07-30,2009-08-05,H-1B,2009-09-01,2012-08-31,LAS CUMBRES OBSERVATORY GLOBAL TELESCOPE NETWORK,"6740B CORTONA DRIVE, SUITE 102",GOLETA,CA,93117,15-1011.00,"Computer and Information Scientists, Research",COMPUTER SCIENTIST,83000.0,,Year,Y,1.0,GOLETA,CA,76856.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541710.0
70385,I-200-09253-586142,CERTIFIED,2009-09-10,2009-09-16,H-1B,2009-10-01,2012-09-30,"FNS, INC.",18301 BROADWICK STREET,RANCHO DOMINGUEZ,CA,90220,27-3031.00,Public Relations Specialists,PUBLIC RELATIONS SPECIALIST,20.0,,Hour,Y,1.0,RANCHO DOMINGUEZ,CA,18.14,Hour,OES,,2009.0,,,,,,,,541614.0
65070,I-200-09246-362911,CERTIFIED,2009-09-03,2009-09-10,H-1B,2009-09-10,2012-09-09,"COMPUTER ENTERPRISES, INC.",1910 COCHRAN ROAD,PITTSBURGH,PA,15220,15-1021.00,Computer Programmers,COMPUTER PROGRAMMER,50000.0,,Year,Y,10.0,VENICE,FL,44470.0,Year,Other,ONLINE WAGE LIBRARY,2009.0,,,,,,,,541511.0
70383,I-200-09253-584661,CERTIFIED,2009-09-10,2009-09-16,H-1B,2009-10-01,2012-09-30,"MERRY HEART TALLY-HO, LLC.",199 POWERVILLE ROAD,BOONTON,NJ,7005,11-9111.00,Medical and Health Services Managers,QUALITY ASSURANCE MANAGER,35.59,,Hour,Y,1.0,BOONTON,NJ,35.59,Hour,OES,ONLINE FLC DATA CENTER,2009.0,,,,,,,,623110.0
40061,I-200-09223-934608,CERTIFIED,2009-08-17,2009-08-21,H-1B,2009-10-01,2012-09-30,"HEPCO, INC.",160 PEHLE AVENUE,SADDLE BROOK,NJ,7663,17-2199.99,"Engineers, All Other",RELIABILTY ENGINEER,45.3,,Hour,Y,1.0,MOBILE,AL,21.72,Hour,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,561330.0
29025,I-200-09210-948210,CERTIFIED,2009-07-29,2009-08-04,H-1B,2009-10-01,2012-10-01,THE CHUGH FIRM,15925 CARMENITA ROAD,CERRITOS,CA,90703,13-2011.01,Accountants,ACCOUNTANT,24.66,,Hour,N,1.0,SANTA CLARA,CA,24.66,Hour,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541219.0
20091,I-200-09202-854384,CERTIFIED,2009-07-24,2009-07-30,H-1B,2009-10-30,2012-10-29,VERIZON DATA SERVICES LLC,ONE VERIZON WAY,BASKING RIDGE,NJ,7920,15-1031.00,"Computer Software Engineers, Applications",TECH. MANAGERSYS/ARCHITECT (SYSTEMS ENGINEER),107100.0,,Year,Y,1.0,IRVING,TX,78874.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,517919.0
1534,I-200-09133-122750,CERTIFIED-WITHDRAWN,2009-05-13,2009-09-23,H-1B,2009-10-23,2012-10-22,"MICRON TECHNOLOGY, INC.","8000 S. FEDERAL WAY, MAIL STOP 1-507",BOISE,ID,83716,17-2072.00,"Electronics Engineers, Except Computer",ASIC DESIGN MANAGER,126351.0,,Year,Y,1.0,SAN JOSE,CA,88774.0,Year,OES,,2008.0,,,,,,,,334413.0
7955,I-200-09188-918589,CERTIFIED,2009-07-17,2009-07-23,H-1B,2010-01-07,2013-01-06,"UNION BANK, N.A.",400 CALIFORNIA STREET,SAN FRANCISCO,CA,94104,15-1032.00,"Computer Software Engineers, Systems Software",SYSTEM SPECIALIST II,86360.04,,Year,Y,1.0,MONTEREY PARK,CA,82576.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,52211.0
10387,I-200-09190-989123,DENIED,2009-07-09,2009-07-10,H-1B,2009-07-10,2012-05-10,"GHD, INC",16451 SCIENTIFIC,IRVINE,CA,92618-4355,17-2071.00,Electrical Engineers,ELECTRICAL ENGINEER,64022.0,64022.0,Year,Y,1.0,BOWIE,MD,64022.0,Year,OES,,2009.0,,,,,,,,541620.0
62930,I-200-09244-684793,CERTIFIED,2009-09-01,2009-09-08,H-1B,2009-11-01,2010-10-31,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,4301 W. MARKHAM,LITTLE ROCK,AR,72202,29-1069.99,"Physicians and Surgeons, All Other",MEDICAL RESIDENT/FELLOW,55350.0,,Year,Y,1.0,LITTLE ROCK,AR,46571.0,Year,Other,ONLINE WAGE LIBRARY,2009.0,,,,,,,,611310.0
40176,I-200-09224-020771,CERTIFIED,2009-08-12,2009-08-18,H-1B,2009-10-01,2012-09-30,MEDSHPHERE CORPORATION,4839 MAIN STREET,SKOKIE,IL,60077,19-3021.00,Market Research Analysts,MARKET RESEARCH ANALYST,77000.0,,Year,Y,1.0,SKOKIE,IL,47237.0,Year,Other,ONLINE WAGE LIBRARY,2009.0,,,,,,,,541613.0
79138,I-200-09264-129351,WITHDRAWN,2009-09-21,2009-09-23,H-1B,2009-11-17,2010-09-28,"DIAMONDBACK DOWNHOLE TECHNOLOGIES, L.L.C.",10511 FALLSTONE ROAD,HOUSTON,TX,77099-430,17-2141.00,Mechanical Engineers,SERVICE TECHNICIAN,63034.0,,Year,Y,1.0,HOUSTON,TX,57138.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,213112.0
37580,I-200-09220-988899,CERTIFIED,2009-08-08,2009-08-13,H-1B,2009-10-01,2012-09-30,THE CHILDREN'S CENTER/BEVERLY SCHOOL FOR THE DEAF,6 ECHO AVENUE,BEVERLY,MA,1915,25-2041.00,"Special Education Teachers, Preschool, Kindergarte",TEACHER OF THE DEAF,43166.0,,Year,Y,1.0,BEVERLY,MA,37720.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,611110.0
46830,I-200-09231-231953,DENIED,2009-08-19,2009-08-21,H-1B,2009-10-01,2012-10-01,AMERICAN ZEPHYR CORPORATION,331 WEST 57TH STREET,NEW YORK,NY,10019,11-2021.00,Marketing Managers,VICE PRESIDENT BUSINESS DEVELOPMENT,120000.0,,Year,Y,1.0,NEW YORK,NY,118914.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,4238.0
5314,I-200-09182-974870,CERTIFIED,2009-07-02,2009-07-09,H-1B,2009-11-30,2012-11-29,KOOL SMILES PC,400 GALLERIA PARKWAY SE,ATLANTA,GA,30339,29-1021.00,"Dentists, General",DENTIST,180000.0,,Year,Y,1.0,ATLANTA,GA,90459.0,Year,Other,OWL,2009.0,,,,,,,,621210.0
84956,I-200-09271-205988,CERTIFIED,2009-09-28,2009-09-28,H-1B,2009-11-20,2012-11-19,MICROSOFT CORPORATION,1 MICROSOFT WAY,REDMOND,WA,98052,15-1032.00,"Computer Software Engineers, Systems Software",LEAD SOFTWARE DEVELOPMENT ENGINEER IN TEST,103594.0,,Year,Y,1.0,REDMOND,WA,87256.0,Year,OES,,2009.0,,,,,,,,51121.0
76368,I-200-09259-992069,CERTIFIED,2009-09-16,2009-09-22,H-1B,2009-10-01,2010-09-30,CALIFORNIA INSTITUTE OF TECHNOLOGY/JET PROPULSION,4800 OAK GROVE DRIVE,PASADENA,CA,91109,19-2021.00,Atmospheric and Space Scientists,POSTDOCTORAL RESEARCH SCHOLAR (SCIENTIST),55000.0,,Year,Y,1.0,PASADENA,CA,52374.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541710.0
82460,I-200-09266-855975,CERTIFIED,2009-09-23,2009-09-29,H-1B,2009-10-01,2012-09-30,ELIZABETH DEE GALLERY LLC,545 W. 20TH STREET,NEW YORK,NY,10011,25-4012.00,Curators,GALLERY REGISTRAR (CURATOR),40000.0,,Year,Y,1.0,NEW YORK,NY,31221.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,453920.0
67827,I-200-09251-600079,CERTIFIED,2009-09-08,2009-09-14,H-1B,2009-10-01,2012-08-31,RESEARCH CORPORATION OF THE UNIVERSITY OF HAWAII,"2530 DOLE STREET, SAKAMAKI HALL D-100",HONOLULU,HI,96822,19-2012.00,Physicists,FMRI/TMS SPECIALIST,22.21,,Hour,Y,1.0,HONOLULU,HI,22.16,Hour,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,5417.0
14088,I-200-09195-944071,CERTIFIED,2009-07-14,2009-07-21,H-1B,2009-09-08,2010-09-08,PRESSLER AND PRESSLER LLP,7 ENTIN RD,PARSIPPANY,NJ,7054,15-1021.00,Computer Programmers,COMPUTER PROGRAMMER,92560.0,,Year,Y,1.0,PARSIPPANY,NJ,82805.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,56144.0
8964,I-200-09189-787898,CERTIFIED,2009-07-08,2009-07-14,H-1B,2009-07-20,2012-07-19,"MARKET FUSION, LLC",345 BRIAR BRAE ROAD,STAMFORD,CT,06903-,19-3021.00,Market Research Analysts,MARKET RESEARCH ANALYST,65000.0,,Year,Y,1.0,NEW YORK,NY,57928.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541613.0
64476,I-200-09245-861182,CERTIFIED,2009-09-04,2009-09-11,H-1B,2009-09-14,2012-09-13,APL LIMITED,1111 BROADWAY,OAKLAND,CA,94607,15-1081,,LOGISTICS ANALYST,50690.0,,Year,Y,1.0,SCOTTSDALE,AZ,50690.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,483111.0
6284,I-200-09187-119733,CERTIFIED,2009-07-06,2009-07-10,H-1B,2010-01-03,2013-01-02,SUFFOLK UNIVERSITY,8 ASHBURTON PLACE,BOSTON,MA,02108-,11-9033.00,"Education Administrators, Postsecondary",ASSISTANT DIRECTOR OF ADMISSIONS,63630.0,,Year,Y,1.0,BOSTON,MA,61506.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,611310.0
50831,I-200-09236-224195,DENIED,2009-08-24,2009-08-31,H-1B,2009-10-01,2012-10-01,JASMINE GARDEN INC. T/A YANGMING RESTAURANT,1051 CONESTOGA ROAD,BRYN MAWR,PA,19010,13-2011.01,Accountants,ACCOUNTANT,21.04,,Hour,N,1.0,BRYN MAWR,PA,21.04,Hour,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541219.0
22234,I-200-09204-397243,CERTIFIED,2009-07-23,2009-07-29,H-1B,2009-07-23,2012-07-22,THE CENTER FOR EXCEPTIONALLY DIVERSE & GIFTED EDUC,"3306 CLAYS MILL ROAD, SUITE 102",LEXINGTON,KY,40503,25-9031.00,Instructional Coordinators,INSTRUCTIONAL COORDINATOR,19.74,,Hour,N,1.0,LEXINGTON,KY,19.74,Hour,OES,,2009.0,,,,,,,,611710.0
23523,I-200-09205-480225,CERTIFIED,2009-07-24,2009-07-30,H-1B,2009-12-21,2012-12-20,WORLD WILDLIFE FUND - US,"1250 24TH STREET, NW",WASHINGTON,DC,20037,19-2041.00,"Environmental Scientists and Specialists, Includin",SENIOR PROGRAM OFFICER,59000.0,,Year,Y,1.0,WASHINGTON,DC,54538.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,813312.0
2523,I-200-09148-588832,CERTIFIED,2009-07-28,2009-08-03,H-1B,2009-10-02,2012-10-01,"INTELLISWIFT SOFTWARE, INC.",2201 WALNUT AVENUE,FREMONT,CA,94538,15-1051.00,Computer Systems Analysts,PROGRAMMER ANALYST,90000.0,,Year,Y,1.0,SAN FRANCISCO,CA,77334.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541511.0
7877,I-200-09188-848379,CERTIFIED,2009-07-07,2009-07-13,H-1B,2009-09-30,2012-09-30,TRANSPLACE,3010 GAYLORD PARKWAY,FRISCO,TX,75034,15-1051.00,Computer Systems Analysts,SENIOR LOGISTICS ENGINEER,70000.0,,Year,Y,1.0,LOWELL,AR,61131.0,Year,Other,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541614.0
43651,I-200-09226-828855,CERTIFIED,2009-08-14,2009-08-20,H-1B,2009-08-24,2012-08-23,EASTERN KENTUCKY UNIVERSITY,521 LANCASTER AVENUE,RICHMOND,KY,40475-3102,25-1124.00,"Foreign Language and Literature Teachers, Postseco",VISITING ASSISTANT PROFESSOR,40000.0,,Year,Y,1.0,RICHMOND,KY,32680.0,Year,OES,FOREIGN LABOR CERTIFICATION DATA CENTER ONLINE WA,2009.0,,,,,,,,611310.0
4257,I-200-09177-319327,CERTIFIED,2009-07-14,2009-07-20,H-1B,2009-08-01,2012-07-31,CACI-ISS INC.,1100 N. GLEBE ROAD,ARLINGTON,VA,22201-,15-1061.00,Database Administrators,SYSTEMS ADMINISTRATOR,56687.39,,Year,Y,1.0,GAITHERSBURG,MD,46446.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,54151.0
9910,I-200-09190-606287,CERTIFIED,2009-07-15,2009-07-21,H-1B,2009-07-20,2012-07-19,"AGILENT TECHNOLOGIES, INC.",5301 STEVENS CREEK BOULEVARD,SANTA CLARA,CA,95051,15-1032.00,"Computer Software Engineers, Systems Software",PHY DEVELOPMENT ENGINEER (R&D),87360.0,110000.0,Year,Y,1.0,LIBERTY LAKE,WA,87360.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,334419.0
15044,I-200-09196-745832,CERTIFIED,2009-07-15,2009-07-21,H-1B,2009-09-30,2012-09-30,SYNECHRON INC.,15 CORPORATE PLACE SOUTH,PISCATAWAY,NJ,08854-,15-1051.00,Computer Systems Analysts,PROGRAMMER ANALYST,70000.0,,Year,Y,1.0,LITTLETON,CO,66529.0,Year,Other,WATSON WYATT SURVEY,2009.0,,,,,,,,541511.0
30331,I-200-09211-736098,CERTIFIED,2009-07-30,2009-08-05,H-1B,2009-10-01,2012-09-30,EVANGELICAL LUTHERAN CHURCH IN AMERICA,8765 W. HIGGINS ROAD,CHICAGO,IL,60631,21-2021.00,"Directors, Religious Activities and Education",LWF REGIONAL OFFICER FOR NORTH AMERICA,63000.0,,Year,Y,1.0,CHICAGO,IL,45302.0,Year,Other,DOL ONLINE WAGE LIBRARY,2009.0,,,,,,,,813110.0
55685,I-200-09239-278755,CERTIFIED,2009-08-27,2009-09-02,H-1B,2009-08-27,2012-07-31,PANTAR SOLUTIONS INC,"112 S. TRYON STREET, SUITE 755",CHARLOTTE,NC,28284,15-1031.00,"Computer Software Engineers, Applications",SOFTWARE ENGINEER,37.0,,Hour,Y,1.0,CUPERTINO,CA,35.4,Hour,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541511.0
11264,I-200-09191-765013,CERTIFIED,2009-07-10,2009-07-16,H-1B,2009-08-01,2012-07-31,THE PENNSYLVANIA STATE UNIVERSITY,404 JAMES M. ELLIOTT BLDG.,UNIVERSITY PARK,PA,16802,25-1032.00,"Engineering Teachers, Postsecondary",ASSISTANT PROFESSOR,59870.0,,Year,Y,1.0,UNIVERSITY PARK,PA,59870.0,Year,OES,,2009.0,,,,,,,,611310.0
70780,I-200-09253-892521,CERTIFIED,2009-09-11,2009-09-17,H-1B,2010-01-23,2013-01-22,"AUTODESK, INC.",111 MCINNIS PARKWAY,SAN RAFAEL,CA,94903-,15-1031.00,"Computer Software Engineers, Applications",TECHNICAL CONSULTANT 5,79248.0,125400.0,Year,Y,1.0,PITTSBURGH,PA,79248.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541511.0
48600,I-200-09232-597099,CERTIFIED,2009-08-27,2009-09-02,H-1B,2010-01-12,2011-01-12,QUALCOMM INCORPORATED,5775 MOREHOUSE DRIVE,SAN DIEGO,CA,92121,15-1051.00,Computer Systems Analysts,PROGRAMMER ANALYST,65062.4,83700.0,Year,Y,1.0,SAN DIEGO,CA,65062.4,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,334220.0
85034,I-200-09271-301101,DENIED,2009-09-29,2009-09-29,H-1B,2009-12-01,2012-11-30,VCU HEALTH SYSTEM AUTHORITY,701 EAST FRANKLIN STREET,RICHMOND,VA,23219-,19-1021.00,Biochemists and Biophysicists,ADVANCED LABORATORY SPECIALIST,52146.0,,Year,Y,1.0,RICHMOND,VA,52146.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,622110.0
53166,I-200-09238-199884,CERTIFIED,2009-08-28,2009-09-03,H-1B,2010-01-01,2012-12-31,WELLING UP CHURCH,390 TEANECK ROAD,TEANECK,NJ,7666,21-2021.00,"Directors, Religious Activities and Education",CHILDREN'S MINISTRY DIRECTOR,12.29,,Hour,Y,1.0,TEANECK,NJ,12.29,Hour,OES,,2009.0,,,,,,,,813110.0
62199,I-200-09244-168771,DENIED,2009-09-02,2009-09-22,H-1B,2009-10-01,2012-10-01,"THINK PASSENGER, INC.","5900 WILSHIRE BOULEVARD, 28TH FLOOR",LOS ANGELES,CA,90036,15-1051.00,Computer Systems Analysts,JAVA ENGINEER,80000.0,90000.0,Year,Y,1.0,PALO ALTO,CA,72400.0,Year,Other,WATSON WYATT DATA SERVICES SURVEYS,2009.0,,,,,,,,541910.0
